year,state,count_type,count
01/01/2017 12:00:00 PM,NV,Unsheltered Homeless Individuals,4560
01/01/2017 12:00:00 PM,NY,Unsheltered Homeless Individuals,4500
01/01/2017 12:00:00 PM,OH,Unsheltered Homeless Individuals,1194
01/01/2017 12:00:00 PM,OK,Unsheltered Homeless Individuals,832
01/01/2017 12:00:00 PM,OR,Unsheltered Homeless Individuals,6141
01/01/2017 12:00:00 PM,PA,Unsheltered Homeless Individuals,1742
01/01/2017 12:00:00 PM,PR,Unsheltered Homeless Individuals,2341
01/01/2017 12:00:00 PM,RI,Unsheltered Homeless Individuals,69
01/01/2017 12:00:00 PM,SC,Unsheltered Homeless Individuals,1229
01/01/2017 12:00:00 PM,SD,Unsheltered Homeless Individuals,159
01/01/2017 12:00:00 PM,TN,Unsheltered Homeless Individuals,2254
01/01/2017 12:00:00 PM,TX,Unsheltered Homeless Individuals,7994
01/01/2017 12:00:00 PM,UT,Unsheltered Homeless Individuals,278
01/01/2017 12:00:00 PM,VA,Unsheltered Homeless Individuals,979
01/01/2017 12:00:00 PM,VI,Unsheltered Homeless Individuals,307
01/01/2017 12:00:00 PM,VT,Unsheltered Homeless Individuals,97
01/01/2017 12:00:00 PM,WA,Unsheltered Homeless Individuals,8048
01/01/2017 12:00:00 PM,WI,Unsheltered Homeless Individuals,328
01/01/2017 12:00:00 PM,WV,Unsheltered Homeless Individuals,172
01/01/2017 12:00:00 PM,WY,Unsheltered Homeless Individuals,239
01/01/2017 12:00:00 PM,Total,Unsheltered Homeless Individuals,173441
01/01/2017 12:00:00 PM,AK,Homeless People in Families,491
01/01/2017 12:00:00 PM,AL,Homeless People in Families,808
01/01/2017 12:00:00 PM,AR,Homeless People in Families,399
01/01/2017 12:00:00 PM,AZ,Homeless People in Families,2459
01/01/2017 12:00:00 PM,CA,Homeless People in Families,21272
01/01/2017 12:00:00 PM,CO,Homeless People in Families,3369
01/01/2017 12:00:00 PM,CT,Homeless People in Families,1180
01/01/2017 12:00:00 PM,DC,Homeless People in Families,3890
01/01/2017 12:00:00 PM,DE,Homeless People in Families,379
01/01/2017 12:00:00 PM,FL,Homeless People in Families,9422
01/01/2017 12:00:00 PM,GA,Homeless People in Families,2752
01/01/2017 12:00:00 PM,GU,Homeless People in Families,637
01/01/2017 12:00:00 PM,HI,Homeless People in Families,2685
01/01/2017 12:00:00 PM,IA,Homeless People in Families,1256
01/01/2017 12:00:00 PM,ID,Homeless People in Families,728
01/01/2017 12:00:00 PM,IL,Homeless People in Families,3904
01/01/2017 12:00:00 PM,IN,Homeless People in Families,1815
01/01/2017 12:00:00 PM,KS,Homeless People in Families,864
01/01/2017 12:00:00 PM,KY,Homeless People in Families,993
01/01/2017 12:00:00 PM,LA,Homeless People in Families,746
01/01/2017 12:00:00 PM,MA,Homeless People in Families,11298
01/01/2017 12:00:00 PM,MD,Homeless People in Families,2170
01/01/2017 12:00:00 PM,ME,Homeless People in Families,928
01/01/2017 12:00:00 PM,MI,Homeless People in Families,3423
01/01/2017 12:00:00 PM,MN,Homeless People in Families,3769
01/01/2017 12:00:00 PM,MO,Homeless People in Families,2269
01/01/2017 12:00:00 PM,MP,Homeless People in Families,464
01/01/2017 12:00:00 PM,MS,Homeless People in Families,372
01/01/2017 12:00:00 PM,MT,Homeless People in Families,542
01/01/2017 12:00:00 PM,NC,Homeless People in Families,2918
01/01/2017 12:00:00 PM,ND,Homeless People in Families,257
01/01/2017 12:00:00 PM,NE,Homeless People in Families,803
01/01/2017 12:00:00 PM,NH,Homeless People in Families,680
01/01/2017 12:00:00 PM,NJ,Homeless People in Families,3103
01/01/2017 12:00:00 PM,NM,Homeless People in Families,617
01/01/2017 12:00:00 PM,NV,Homeless People in Families,552
01/01/2017 12:00:00 PM,NY,Homeless People in Families,52113
01/01/2017 12:00:00 PM,OH,Homeless People in Families,3407
01/01/2017 12:00:00 PM,OK,Homeless People in Families,1375
01/01/2017 12:00:00 PM,OR,Homeless People in Families,3519
01/01/2017 12:00:00 PM,PA,Homeless People in Families,5867
01/01/2017 12:00:00 PM,PR,Homeless People in Families,384
01/01/2017 12:00:00 PM,RI,Homeless People in Families,378
01/01/2017 12:00:00 PM,SC,Homeless People in Families,1020
01/01/2017 12:00:00 PM,SD,Homeless People in Families,332
01/01/2017 12:00:00 PM,TN,Homeless People in Families,2172
01/01/2017 12:00:00 PM,TX,Homeless People in Families,6840
01/01/2017 12:00:00 PM,UT,Homeless People in Families,970
01/01/2017 12:00:00 PM,VA,Homeless People in Families,2039
01/01/2017 12:00:00 PM,VI,Homeless People in Families,12
01/01/2017 12:00:00 PM,VT,Homeless People in Families,528
01/01/2017 12:00:00 PM,WA,Homeless People in Families,6331
01/01/2017 12:00:00 PM,WI,Homeless People in Families,2382
01/01/2017 12:00:00 PM,WV,Homeless People in Families,277
01/01/2017 12:00:00 PM,WY,Homeless People in Families,251
01/01/2017 12:00:00 PM,Total,Homeless People in Families,184411
01/01/2017 12:00:00 PM,AK,Sheltered ES Homeless People in Families,225
01/01/2017 12:00:00 PM,AL,Sheltered ES Homeless People in Families,481
01/01/2017 12:00:00 PM,AR,Sheltered ES Homeless People in Families,238
01/01/2017 12:00:00 PM,AZ,Sheltered ES Homeless People in Families,1300
01/01/2017 12:00:00 PM,CA,Sheltered ES Homeless People in Families,10697
01/01/2017 12:00:00 PM,CO,Sheltered ES Homeless People in Families,737
01/01/2017 12:00:00 PM,CT,Sheltered ES Homeless People in Families,798
01/01/2017 12:00:00 PM,DC,Sheltered ES Homeless People in Families,3371
01/01/2017 12:00:00 PM,DE,Sheltered ES Homeless People in Families,209
01/01/2017 12:00:00 PM,FL,Sheltered ES Homeless People in Families,4115
01/01/2017 12:00:00 PM,GA,Sheltered ES Homeless People in Families,1523
01/01/2017 12:00:00 PM,GU,Sheltered ES Homeless People in Families,70
01/01/2017 12:00:00 PM,HI,Sheltered ES Homeless People in Families,595
01/01/2017 12:00:00 PM,IA,Sheltered ES Homeless People in Families,416
01/01/2017 12:00:00 PM,ID,Sheltered ES Homeless People in Families,330
01/01/2017 12:00:00 PM,IL,Sheltered ES Homeless People in Families,1093
01/01/2017 12:00:00 PM,IN,Sheltered ES Homeless People in Families,1136
01/01/2017 12:00:00 PM,KS,Sheltered ES Homeless People in Families,447
01/01/2017 12:00:00 PM,KY,Sheltered ES Homeless People in Families,567
01/01/2017 12:00:00 PM,LA,Sheltered ES Homeless People in Families,435
01/01/2017 12:00:00 PM,MA,Sheltered ES Homeless People in Families,10451
01/01/2017 12:00:00 PM,MD,Sheltered ES Homeless People in Families,1220
01/01/2017 12:00:00 PM,ME,Sheltered ES Homeless People in Families,312
01/01/2017 12:00:00 PM,MI,Sheltered ES Homeless People in Families,2102
01/01/2017 12:00:00 PM,MN,Sheltered ES Homeless People in Families,1607
01/01/2017 12:00:00 PM,MO,Sheltered ES Homeless People in Families,1268
01/01/2017 12:00:00 PM,MP,Sheltered ES Homeless People in Families,13
01/01/2017 12:00:00 PM,MS,Sheltered ES Homeless People in Families,182
01/01/2017 12:00:00 PM,MT,Sheltered ES Homeless People in Families,231
01/01/2017 12:00:00 PM,NC,Sheltered ES Homeless People in Families,1738
01/01/2017 12:00:00 PM,ND,Sheltered ES Homeless People in Families,51
01/01/2017 12:00:00 PM,NE,Sheltered ES Homeless People in Families,445
01/01/2017 12:00:00 PM,NH,Sheltered ES Homeless People in Families,289
01/01/2017 12:00:00 PM,NJ,Sheltered ES Homeless People in Families,2221
01/01/2017 12:00:00 PM,NM,Sheltered ES Homeless People in Families,325
01/01/2017 12:00:00 PM,NV,Sheltered ES Homeless People in Families,380
01/01/2017 12:00:00 PM,NY,Sheltered ES Homeless People in Families,50506
01/01/2017 12:00:00 PM,OH,Sheltered ES Homeless People in Families,2374
01/01/2017 12:00:00 PM,OK,Sheltered ES Homeless People in Families,789
01/01/2017 12:00:00 PM,OR,Sheltered ES Homeless People in Families,884
01/01/2017 12:00:00 PM,PA,Sheltered ES Homeless People in Families,3091
01/01/2017 12:00:00 PM,PR,Sheltered ES Homeless People in Families,40
01/01/2017 12:00:00 PM,RI,Sheltered ES Homeless People in Families,187
01/01/2017 12:00:00 PM,SC,Sheltered ES Homeless People in Families,398
01/01/2017 12:00:00 PM,SD,Sheltered ES Homeless People in Families,247
01/01/2017 12:00:00 PM,TN,Sheltered ES Homeless People in Families,1195
01/01/2017 12:00:00 PM,TX,Sheltered ES Homeless People in Families,3665
01/01/2017 12:00:00 PM,UT,Sheltered ES Homeless People in Families,822
01/01/2017 12:00:00 PM,VA,Sheltered ES Homeless People in Families,1318
01/01/2017 12:00:00 PM,VI,Sheltered ES Homeless People in Families,12
01/01/2017 12:00:00 PM,VT,Sheltered ES Homeless People in Families,395
01/01/2017 12:00:00 PM,WA,Sheltered ES Homeless People in Families,2492
01/01/2017 12:00:00 PM,WI,Sheltered ES Homeless People in Families,1332
01/01/2017 12:00:00 PM,WV,Sheltered ES Homeless People in Families,194
01/01/2017 12:00:00 PM,WY,Sheltered ES Homeless People in Families,28
01/01/2017 12:00:00 PM,Total,Sheltered ES Homeless People in Families,121587
01/01/2017 12:00:00 PM,AK,Sheltered TH Homeless People in Families,266
01/01/2017 12:00:00 PM,AL,Sheltered TH Homeless People in Families,225
01/01/2017 12:00:00 PM,AR,Sheltered TH Homeless People in Families,98
01/01/2017 12:00:00 PM,AZ,Sheltered TH Homeless People in Families,1058
01/01/2017 12:00:00 PM,CA,Sheltered TH Homeless People in Families,6917
01/01/2017 12:00:00 PM,CO,Sheltered TH Homeless People in Families,1625
01/01/2017 12:00:00 PM,CT,Sheltered TH Homeless People in Families,378
01/01/2017 12:00:00 PM,DC,Sheltered TH Homeless People in Families,519
01/01/2017 12:00:00 PM,DE,Sheltered TH Homeless People in Families,164
01/01/2017 12:00:00 PM,FL,Sheltered TH Homeless People in Families,2065
01/01/2017 12:00:00 PM,GA,Sheltered TH Homeless People in Families,1026
01/01/2017 12:00:00 PM,GU,Sheltered TH Homeless People in Families,0
01/01/2017 12:00:00 PM,HI,Sheltered TH Homeless People in Families,1567
01/01/2017 12:00:00 PM,IA,Sheltered TH Homeless People in Families,840
01/01/2017 12:00:00 PM,ID,Sheltered TH Homeless People in Families,211
01/01/2017 12:00:00 PM,IL,Sheltered TH Homeless People in Families,2689
01/01/2017 12:00:00 PM,IN,Sheltered TH Homeless People in Families,651
01/01/2017 12:00:00 PM,KS,Sheltered TH Homeless People in Families,412
01/01/2017 12:00:00 PM,KY,Sheltered TH Homeless People in Families,345
01/01/2017 12:00:00 PM,LA,Sheltered TH Homeless People in Families,248
01/01/2017 12:00:00 PM,MA,Sheltered TH Homeless People in Families,835
01/01/2017 12:00:00 PM,MD,Sheltered TH Homeless People in Families,782
01/01/2017 12:00:00 PM,ME,Sheltered TH Homeless People in Families,544
01/01/2017 12:00:00 PM,MI,Sheltered TH Homeless People in Families,1211
01/01/2017 12:00:00 PM,MN,Sheltered TH Homeless People in Families,2061
01/01/2017 12:00:00 PM,MO,Sheltered TH Homeless People in Families,847
01/01/2017 12:00:00 PM,MP,Sheltered TH Homeless People in Families,0
01/01/2017 12:00:00 PM,MS,Sheltered TH Homeless People in Families,119
01/01/2017 12:00:00 PM,MT,Sheltered TH Homeless People in Families,121
01/01/2017 12:00:00 PM,NC,Sheltered TH Homeless People in Families,644
01/01/2017 12:00:00 PM,ND,Sheltered TH Homeless People in Families,57
01/01/2017 12:00:00 PM,NE,Sheltered TH Homeless People in Families,358
01/01/2017 12:00:00 PM,NH,Sheltered TH Homeless People in Families,355
01/01/2017 12:00:00 PM,NJ,Sheltered TH Homeless People in Families,863
01/01/2017 12:00:00 PM,NM,Sheltered TH Homeless People in Families,214
01/01/2017 12:00:00 PM,NV,Sheltered TH Homeless People in Families,154
01/01/2017 12:00:00 PM,NY,Sheltered TH Homeless People in Families,1552
01/01/2017 12:00:00 PM,OH,Sheltered TH Homeless People in Families,918
01/01/2017 12:00:00 PM,OK,Sheltered TH Homeless People in Families,303
01/01/2017 12:00:00 PM,OR,Sheltered TH Homeless People in Families,809
01/01/2017 12:00:00 PM,PA,Sheltered TH Homeless People in Families,2720
01/01/2017 12:00:00 PM,PR,Sheltered TH Homeless People in Families,173
01/01/2017 12:00:00 PM,RI,Sheltered TH Homeless People in Families,191
01/01/2017 12:00:00 PM,SC,Sheltered TH Homeless People in Families,350
01/01/2017 12:00:00 PM,SD,Sheltered TH Homeless People in Families,73
01/01/2017 12:00:00 PM,TN,Sheltered TH Homeless People in Families,466
01/01/2017 12:00:00 PM,TX,Sheltered TH Homeless People in Families,2676
01/01/2017 12:00:00 PM,UT,Sheltered TH Homeless People in Families,148
01/01/2017 12:00:00 PM,VA,Sheltered TH Homeless People in Families,692
01/01/2017 12:00:00 PM,VI,Sheltered TH Homeless People in Families,0
01/01/2017 12:00:00 PM,VT,Sheltered TH Homeless People in Families,96
01/01/2017 12:00:00 PM,WA,Sheltered TH Homeless People in Families,3296
01/01/2017 12:00:00 PM,WI,Sheltered TH Homeless People in Families,1038
01/01/2017 12:00:00 PM,WV,Sheltered TH Homeless People in Families,67
01/01/2017 12:00:00 PM,WY,Sheltered TH Homeless People in Families,99
01/01/2017 12:00:00 PM,Total,Sheltered TH Homeless People in Families,46136
01/01/2017 12:00:00 PM,AK,Sheltered Total Homeless People in Families,491
01/01/2017 12:00:00 PM,AL,Sheltered Total Homeless People in Families,706
01/01/2017 12:00:00 PM,AR,Sheltered Total Homeless People in Families,336
01/01/2017 12:00:00 PM,AZ,Sheltered Total Homeless People in Families,2358
01/01/2017 12:00:00 PM,CA,Sheltered Total Homeless People in Families,17614
01/01/2017 12:00:00 PM,CO,Sheltered Total Homeless People in Families,2362
01/01/2017 12:00:00 PM,CT,Sheltered Total Homeless People in Families,1176
01/01/2017 12:00:00 PM,DC,Sheltered Total Homeless People in Families,3890
01/01/2017 12:00:00 PM,DE,Sheltered Total Homeless People in Families,373
01/01/2017 12:00:00 PM,FL,Sheltered Total Homeless People in Families,6180
01/01/2017 12:00:00 PM,GA,Sheltered Total Homeless People in Families,2549
01/01/2017 12:00:00 PM,GU,Sheltered Total Homeless People in Families,70
01/01/2017 12:00:00 PM,HI,Sheltered Total Homeless People in Families,2162
01/01/2017 12:00:00 PM,IA,Sheltered Total Homeless People in Families,1256
01/01/2017 12:00:00 PM,ID,Sheltered Total Homeless People in Families,541
01/01/2017 12:00:00 PM,IL,Sheltered Total Homeless People in Families,3782
01/01/2017 12:00:00 PM,IN,Sheltered Total Homeless People in Families,1787
01/01/2017 12:00:00 PM,KS,Sheltered Total Homeless People in Families,859
01/01/2017 12:00:00 PM,KY,Sheltered Total Homeless People in Families,912
01/01/2017 12:00:00 PM,LA,Sheltered Total Homeless People in Families,683
01/01/2017 12:00:00 PM,MA,Sheltered Total Homeless People in Families,11286
01/01/2017 12:00:00 PM,MD,Sheltered Total Homeless People in Families,2002
01/01/2017 12:00:00 PM,ME,Sheltered Total Homeless People in Families,856
01/01/2017 12:00:00 PM,MI,Sheltered Total Homeless People in Families,3313
01/01/2017 12:00:00 PM,MN,Sheltered Total Homeless People in Families,3668
01/01/2017 12:00:00 PM,MO,Sheltered Total Homeless People in Families,2115
01/01/2017 12:00:00 PM,MP,Sheltered Total Homeless People in Families,13
01/01/2017 12:00:00 PM,MS,Sheltered Total Homeless People in Families,301
01/01/2017 12:00:00 PM,MT,Sheltered Total Homeless People in Families,352
01/01/2017 12:00:00 PM,NC,Sheltered Total Homeless People in Families,2382
01/01/2017 12:00:00 PM,ND,Sheltered Total Homeless People in Families,108
01/01/2017 12:00:00 PM,NE,Sheltered Total Homeless People in Families,803
01/01/2017 12:00:00 PM,NH,Sheltered Total Homeless People in Families,644
01/01/2017 12:00:00 PM,NJ,Sheltered Total Homeless People in Families,3084
01/01/2017 12:00:00 PM,NM,Sheltered Total Homeless People in Families,539
01/01/2017 12:00:00 PM,NV,Sheltered Total Homeless People in Families,534
01/01/2017 12:00:00 PM,NY,Sheltered Total Homeless People in Families,52058
01/01/2017 12:00:00 PM,OH,Sheltered Total Homeless People in Families,3292
01/01/2017 12:00:00 PM,OK,Sheltered Total Homeless People in Families,1092
01/01/2017 12:00:00 PM,OR,Sheltered Total Homeless People in Families,1693
01/01/2017 12:00:00 PM,PA,Sheltered Total Homeless People in Families,5811
01/01/2017 12:00:00 PM,PR,Sheltered Total Homeless People in Families,213
01/01/2017 12:00:00 PM,RI,Sheltered Total Homeless People in Families,378
01/01/2017 12:00:00 PM,SC,Sheltered Total Homeless People in Families,748
01/01/2017 12:00:00 PM,SD,Sheltered Total Homeless People in Families,320
01/01/2017 12:00:00 PM,TN,Sheltered Total Homeless People in Families,1661
01/01/2017 12:00:00 PM,TX,Sheltered Total Homeless People in Families,6341
01/01/2017 12:00:00 PM,UT,Sheltered Total Homeless People in Families,970
01/01/2017 12:00:00 PM,VA,Sheltered Total Homeless People in Families,2010
01/01/2017 12:00:00 PM,VI,Sheltered Total Homeless People in Families,12
01/01/2017 12:00:00 PM,VT,Sheltered Total Homeless People in Families,491
01/01/2017 12:00:00 PM,WA,Sheltered Total Homeless People in Families,5788
01/01/2017 12:00:00 PM,WI,Sheltered Total Homeless People in Families,2370
01/01/2017 12:00:00 PM,WV,Sheltered Total Homeless People in Families,261
01/01/2017 12:00:00 PM,WY,Sheltered Total Homeless People in Families,127
01/01/2017 12:00:00 PM,Total,Sheltered Total Homeless People in Families,167723
01/01/2017 12:00:00 PM,AK,Unsheltered Homeless People in Families,0
01/01/2017 12:00:00 PM,AL,Unsheltered Homeless People in Families,102
01/01/2017 12:00:00 PM,AR,Unsheltered Homeless People in Families,63
01/01/2017 12:00:00 PM,AZ,Unsheltered Homeless People in Families,101
01/01/2017 12:00:00 PM,CA,Unsheltered Homeless People in Families,3658
01/01/2017 12:00:00 PM,CO,Unsheltered Homeless People in Families,1007
01/01/2017 12:00:00 PM,CT,Unsheltered Homeless People in Families,4
01/01/2017 12:00:00 PM,DC,Unsheltered Homeless People in Families,0
01/01/2017 12:00:00 PM,DE,Unsheltered Homeless People in Families,6
01/01/2017 12:00:00 PM,FL,Unsheltered Homeless People in Families,3242
01/01/2017 12:00:00 PM,GA,Unsheltered Homeless People in Families,203
01/01/2017 12:00:00 PM,GU,Unsheltered Homeless People in Families,567
01/01/2017 12:00:00 PM,HI,Unsheltered Homeless People in Families,523
01/01/2017 12:00:00 PM,IA,Unsheltered Homeless People in Families,0
01/01/2017 12:00:00 PM,ID,Unsheltered Homeless People in Families,187
01/01/2017 12:00:00 PM,IL,Unsheltered Homeless People in Families,122
01/01/2017 12:00:00 PM,IN,Unsheltered Homeless People in Families,28
01/01/2017 12:00:00 PM,KS,Unsheltered Homeless People in Families,5
01/01/2017 12:00:00 PM,KY,Unsheltered Homeless People in Families,81
01/01/2017 12:00:00 PM,LA,Unsheltered Homeless People in Families,63
01/01/2017 12:00:00 PM,MA,Unsheltered Homeless People in Families,12
01/01/2017 12:00:00 PM,MD,Unsheltered Homeless People in Families,168
01/01/2017 12:00:00 PM,ME,Unsheltered Homeless People in Families,72
01/01/2017 12:00:00 PM,MI,Unsheltered Homeless People in Families,110
01/01/2017 12:00:00 PM,MN,Unsheltered Homeless People in Families,101
01/01/2017 12:00:00 PM,MO,Unsheltered Homeless People in Families,154
01/01/2017 12:00:00 PM,MP,Unsheltered Homeless People in Families,451
01/01/2017 12:00:00 PM,MS,Unsheltered Homeless People in Families,71
01/01/2017 12:00:00 PM,MT,Unsheltered Homeless People in Families,190
01/01/2017 12:00:00 PM,NC,Unsheltered Homeless People in Families,536
01/01/2017 12:00:00 PM,ND,Unsheltered Homeless People in Families,149
01/01/2017 12:00:00 PM,NE,Unsheltered Homeless People in Families,0
01/01/2017 12:00:00 PM,NH,Unsheltered Homeless People in Families,36
01/01/2017 12:00:00 PM,NJ,Unsheltered Homeless People in Families,19
01/01/2017 12:00:00 PM,NM,Unsheltered Homeless People in Families,78
01/01/2017 12:00:00 PM,NV,Unsheltered Homeless People in Families,18
01/01/2017 12:00:00 PM,NY,Unsheltered Homeless People in Families,55
01/01/2017 12:00:00 PM,OH,Unsheltered Homeless People in Families,115
01/01/2017 12:00:00 PM,OK,Unsheltered Homeless People in Families,283
01/01/2017 12:00:00 PM,OR,Unsheltered Homeless People in Families,1826
01/01/2017 12:00:00 PM,PA,Unsheltered Homeless People in Families,56
01/01/2017 12:00:00 PM,PR,Unsheltered Homeless People in Families,171
01/01/2017 12:00:00 PM,RI,Unsheltered Homeless People in Families,0
01/01/2017 12:00:00 PM,SC,Unsheltered Homeless People in Families,272
01/01/2017 12:00:00 PM,SD,Unsheltered Homeless People in Families,12
01/01/2017 12:00:00 PM,TN,Unsheltered Homeless People in Families,511
01/01/2017 12:00:00 PM,TX,Unsheltered Homeless People in Families,499
01/01/2017 12:00:00 PM,UT,Unsheltered Homeless People in Families,0
01/01/2017 12:00:00 PM,VA,Unsheltered Homeless People in Families,29
01/01/2017 12:00:00 PM,VI,Unsheltered Homeless People in Families,0
01/01/2017 12:00:00 PM,VT,Unsheltered Homeless People in Families,37
01/01/2017 12:00:00 PM,WA,Unsheltered Homeless People in Families,543
01/01/2017 12:00:00 PM,WI,Unsheltered Homeless People in Families,12
01/01/2017 12:00:00 PM,WV,Unsheltered Homeless People in Families,16
01/01/2017 12:00:00 PM,WY,Unsheltered Homeless People in Families,124
01/01/2017 12:00:00 PM,Total,Unsheltered Homeless People in Families,16688
01/01/2017 12:00:00 PM,AK,Homeless Family Households,165
01/01/2017 12:00:00 PM,AL,Homeless Family Households,262
01/01/2017 12:00:00 PM,AR,Homeless Family Households,121
01/01/2017 12:00:00 PM,AZ,Homeless Family Households,689
01/01/2017 12:00:00 PM,CA,Homeless Family Households,7083
01/01/2017 12:00:00 PM,CO,Homeless Family Households,993
01/01/2017 12:00:00 PM,CT,Homeless Family Households,392
01/01/2017 12:00:00 PM,DC,Homeless Family Households,1166
01/01/2017 12:00:00 PM,DE,Homeless Family Households,129
01/01/2017 12:00:00 PM,FL,Homeless Family Households,2846
01/01/2017 12:00:00 PM,GA,Homeless Family Households,1019
01/01/2017 12:00:00 PM,GU,Homeless Family Households,117
01/01/2017 12:00:00 PM,HI,Homeless Family Households,666
01/01/2017 12:00:00 PM,IA,Homeless Family Households,382
01/01/2017 12:00:00 PM,ID,Homeless Family Households,211
01/01/2017 12:00:00 PM,IL,Homeless Family Households,1228
01/01/2017 12:00:00 PM,IN,Homeless Family Households,576
01/01/2017 12:00:00 PM,KS,Homeless Family Households,263
01/01/2017 12:00:00 PM,KY,Homeless Family Households,334
01/01/2017 12:00:00 PM,LA,Homeless Family Households,231
01/01/2017 12:00:00 PM,MA,Homeless Family Households,3430
01/01/2017 12:00:00 PM,MD,Homeless Family Households,681
01/01/2017 12:00:00 PM,ME,Homeless Family Households,307
01/01/2017 12:00:00 PM,MI,Homeless Family Households,1060
01/01/2017 12:00:00 PM,MN,Homeless Family Households,1140
01/01/2017 12:00:00 PM,MO,Homeless Family Households,749
01/01/2017 12:00:00 PM,MP,Homeless Family Households,131
01/01/2017 12:00:00 PM,MS,Homeless Family Households,111
01/01/2017 12:00:00 PM,MT,Homeless Family Households,169
01/01/2017 12:00:00 PM,NC,Homeless Family Households,911
01/01/2017 12:00:00 PM,ND,Homeless Family Households,77
01/01/2017 12:00:00 PM,NE,Homeless Family Households,266
01/01/2017 12:00:00 PM,NH,Homeless Family Households,238
01/01/2017 12:00:00 PM,NJ,Homeless Family Households,1018
01/01/2017 12:00:00 PM,NM,Homeless Family Households,191
01/01/2017 12:00:00 PM,NV,Homeless Family Households,186
01/01/2017 12:00:00 PM,NY,Homeless Family Households,16297
01/01/2017 12:00:00 PM,OH,Homeless Family Households,1025
01/01/2017 12:00:00 PM,OK,Homeless Family Households,480
01/01/2017 12:00:00 PM,OR,Homeless Family Households,1083
01/01/2017 12:00:00 PM,PA,Homeless Family Households,1946
01/01/2017 12:00:00 PM,PR,Homeless Family Households,118
01/01/2017 12:00:00 PM,RI,Homeless Family Households,106
01/01/2017 12:00:00 PM,SC,Homeless Family Households,325
01/01/2017 12:00:00 PM,SD,Homeless Family Households,124
01/01/2017 12:00:00 PM,TN,Homeless Family Households,655
01/01/2017 12:00:00 PM,TX,Homeless Family Households,2168
01/01/2017 12:00:00 PM,UT,Homeless Family Households,281
01/01/2017 12:00:00 PM,VA,Homeless Family Households,631
01/01/2017 12:00:00 PM,VI,Homeless Family Households,3
01/01/2017 12:00:00 PM,VT,Homeless Family Households,179
01/01/2017 12:00:00 PM,WA,Homeless Family Households,1993
01/01/2017 12:00:00 PM,WI,Homeless Family Households,743
01/01/2017 12:00:00 PM,WV,Homeless Family Households,95
01/01/2017 12:00:00 PM,WY,Homeless Family Households,96
01/01/2017 12:00:00 PM,Total,Homeless Family Households,57886
01/01/2017 12:00:00 PM,AK,Sheltered ES Homeless Family Households,80
01/01/2017 12:00:00 PM,AL,Sheltered ES Homeless Family Households,153
01/01/2017 12:00:00 PM,AR,Sheltered ES Homeless Family Households,63
01/01/2017 12:00:00 PM,AZ,Sheltered ES Homeless Family Households,357
01/01/2017 12:00:00 PM,CA,Sheltered ES Homeless Family Households,3484
01/01/2017 12:00:00 PM,CO,Sheltered ES Homeless Family Households,228
01/01/2017 12:00:00 PM,CT,Sheltered ES Homeless Family Households,264
01/01/2017 12:00:00 PM,DC,Sheltered ES Homeless Family Households,975
01/01/2017 12:00:00 PM,DE,Sheltered ES Homeless Family Households,67
01/01/2017 12:00:00 PM,FL,Sheltered ES Homeless Family Households,1264
01/01/2017 12:00:00 PM,GA,Sheltered ES Homeless Family Households,605
01/01/2017 12:00:00 PM,GU,Sheltered ES Homeless Family Households,17
01/01/2017 12:00:00 PM,HI,Sheltered ES Homeless Family Households,159
01/01/2017 12:00:00 PM,IA,Sheltered ES Homeless Family Households,129
01/01/2017 12:00:00 PM,ID,Sheltered ES Homeless Family Households,103
01/01/2017 12:00:00 PM,IL,Sheltered ES Homeless Family Households,353
01/01/2017 12:00:00 PM,IN,Sheltered ES Homeless Family Households,363
01/01/2017 12:00:00 PM,KS,Sheltered ES Homeless Family Households,140
01/01/2017 12:00:00 PM,KY,Sheltered ES Homeless Family Households,191
01/01/2017 12:00:00 PM,LA,Sheltered ES Homeless Family Households,128
01/01/2017 12:00:00 PM,MA,Sheltered ES Homeless Family Households,3123
01/01/2017 12:00:00 PM,MD,Sheltered ES Homeless Family Households,379
01/01/2017 12:00:00 PM,ME,Sheltered ES Homeless Family Households,109
01/01/2017 12:00:00 PM,MI,Sheltered ES Homeless Family Households,651
01/01/2017 12:00:00 PM,MN,Sheltered ES Homeless Family Households,501
01/01/2017 12:00:00 PM,MO,Sheltered ES Homeless Family Households,418
01/01/2017 12:00:00 PM,MP,Sheltered ES Homeless Family Households,3
01/01/2017 12:00:00 PM,MS,Sheltered ES Homeless Family Households,55
01/01/2017 12:00:00 PM,MT,Sheltered ES Homeless Family Households,75
01/01/2017 12:00:00 PM,NC,Sheltered ES Homeless Family Households,554
01/01/2017 12:00:00 PM,ND,Sheltered ES Homeless Family Households,15
01/01/2017 12:00:00 PM,NE,Sheltered ES Homeless Family Households,141
01/01/2017 12:00:00 PM,NH,Sheltered ES Homeless Family Households,96
01/01/2017 12:00:00 PM,NJ,Sheltered ES Homeless Family Households,717
01/01/2017 12:00:00 PM,NM,Sheltered ES Homeless Family Households,98
01/01/2017 12:00:00 PM,NV,Sheltered ES Homeless Family Households,129
01/01/2017 12:00:00 PM,NY,Sheltered ES Homeless Family Households,15753
01/01/2017 12:00:00 PM,OH,Sheltered ES Homeless Family Households,687
01/01/2017 12:00:00 PM,OK,Sheltered ES Homeless Family Households,260
01/01/2017 12:00:00 PM,OR,Sheltered ES Homeless Family Households,281
